ds,y,drug
2025-10-15,170,Metformin 850mg
2025-10-16,190,Metformin 850mg
2025-10-17,184,Metformin 850mg
2025-10-18,189,Metformin 850mg
2025-10-19,181,Metformin 850mg
2025-10-20,198,Metformin 850mg
2025-10-21,170,Metformin 850mg
2025-10-22,191,Metformin 850mg
2025-10-23,181,Metformin 850mg
2025-10-24,187,Metformin 850mg
2025-10-25,166,Metformin 850mg
2025-10-26,164,Metformin 850mg
2025-10-27,183,Metformin 850mg
2025-10-28,175,Metformin 850mg
2025-10-29,180,Metformin 850mg
2025-10-30,185,Metformin 850mg
2025-10-31,175,Metformin 850mg
2025-11-01,157,Metformin 850mg
2025-11-02,171,Metformin 850mg
2025-11-03,200,Metformin 850mg
2025-11-04,206,Metformin 850mg
2025-11-05,178,Metformin 850mg
2025-11-06,189,Metformin 850mg
2025-11-07,199,Metformin 850mg
2025-11-08,180,Metformin 850mg
2025-11-09,170,Metformin 850mg
2025-11-10,211,Metformin 850mg
2025-11-11,183,Metformin 850mg
2025-11-12,183,Metformin 850mg
2025-11-13,206,Metformin 850mg
2025-11-14,174,Metformin 850mg
2025-11-15,179,Metformin 850mg
2025-11-16,177,Metformin 850mg
2025-11-17,191,Metformin 850mg
2025-11-18,179,Metformin 850mg
2025-11-19,192,Metformin 850mg
2025-11-20,183,Metformin 850mg
2025-11-21,198,Metformin 850mg
2025-11-22,179,Metformin 850mg
2025-11-23,161,Metformin 850mg
2025-11-24,181,Metformin 850mg
2025-11-25,200,Metformin 850mg
2025-11-26,178,Metformin 850mg
2025-11-27,191,Metformin 850mg
2025-11-28,208,Metformin 850mg
2025-11-29,156,Metformin 850mg
2025-11-30,176,Metformin 850mg
2025-12-01,208,Metformin 850mg
2025-12-02,195,Metformin 850mg
2025-12-03,175,Metformin 850mg
2025-12-04,192,Metformin 850mg
2025-12-05,190,Metformin 850mg
2025-12-06,167,Metformin 850mg
2025-12-07,168,Metformin 850mg
2025-12-08,195,Metformin 850mg
2025-12-09,187,Metformin 850mg
2025-12-10,198,Metformin 850mg
2025-12-11,185,Metformin 850mg
2025-12-12,197,Metformin 850mg
2025-12-13,186,Metformin 850mg
2025-12-14,172,Metformin 850mg
2025-12-15,184,Metformin 850mg
2025-12-16,179,Metformin 850mg
2025-12-17,194,Metformin 850mg
2025-12-18,184,Metformin 850mg
2025-12-19,186,Metformin 850mg
2025-12-20,171,Metformin 850mg
2025-12-21,159,Metformin 850mg
2025-12-22,178,Metformin 850mg
2025-12-23,191,Metformin 850mg
2025-12-24,173,Metformin 850mg
2025-12-25,200,Metformin 850mg
2025-12-26,218,Metformin 850mg
2025-12-27,161,Metformin 850mg
2025-12-28,143,Metformin 850mg
2025-12-29,198,Metformin 850mg
2025-12-30,197,Metformin 850mg
2025-12-31,198,Metformin 850mg
2026-01-01,200,Metformin 850mg
2026-01-02,190,Metformin 850mg
2026-01-03,156,Metformin 850mg
2026-01-04,175,Metformin 850mg
2026-01-05,188,Metformin 850mg
2026-01-06,187,Metformin 850mg
2026-01-07,191,Metformin 850mg
2026-01-08,191,Metformin 850mg
2026-01-09,187,Metformin 850mg
2026-01-10,180,Metformin 850mg
2026-01-11,170,Metformin 850mg
2026-01-12,222,Metformin 850mg
2026-01-13,202,Metformin 850mg
2026-01-14,208,Metformin 850mg
2026-01-15,210,Metformin 850mg
2026-01-16,198,Metformin 850mg
2026-01-17,157,Metformin 850mg
2026-01-18,175,Metformin 850mg
2026-01-19,198,Metformin 850mg
2026-01-20,192,Metformin 850mg
2026-01-21,187,Metformin 850mg
2026-01-22,203,Metformin 850mg
2026-01-23,202,Metformin 850mg
2026-01-24,170,Metformin 850mg
2026-01-25,160,Metformin 850mg
2026-01-26,197,Metformin 850mg
2026-01-27,173,Metformin 850mg
2026-01-28,201,Metformin 850mg
2026-01-29,200,Metformin 850mg
2024-01-30,176,Omeprazole 20mg
2024-01-31,177,Omeprazole 20mg
2024-02-01,178,Omeprazole 20mg
2024-02-02,196,Omeprazole 20mg
2024-02-03,176,Omeprazole 20mg
2024-02-04,159,Omeprazole 20mg
2024-02-05,168,Omeprazole 20mg
2024-02-06,180,Omeprazole 20mg
2024-02-07,204,Omeprazole 20mg
2024-02-08,184,Omeprazole 20mg
2024-02-09,186,Omeprazole 20mg
2024-02-10,166,Omeprazole 20mg
2024-02-11,170,Omeprazole 20mg
2024-02-12,198,Omeprazole 20mg
2024-02-13,190,Omeprazole 20mg
2024-02-14,198,Omeprazole 20mg
2024-02-15,188,Omeprazole 20mg
2024-02-16,207,Omeprazole 20mg
2024-02-17,180,Omeprazole 20mg
2024-02-18,167,Omeprazole 20mg
2024-02-19,189,Omeprazole 20mg
2024-02-20,184,Omeprazole 20mg
2024-02-21,186,Omeprazole 20mg
2024-02-22,181,Omeprazole 20mg
2024-02-23,185,Omeprazole 20mg
2024-02-24,164,Omeprazole 20mg
2024-02-25,166,Omeprazole 20mg
2024-02-26,191,Omeprazole 20mg
2024-02-27,194,Omeprazole 20mg
2024-02-28,192,Omeprazole 20mg
2024-02-29,187,Omeprazole 20mg
2024-03-01,180,Omeprazole 20mg
2024-03-02,158,Omeprazole 20mg
2024-03-03,178,Omeprazole 20mg
2024-03-04,197,Omeprazole 20mg
2024-03-05,216,Omeprazole 20mg
2024-03-06,188,Omeprazole 20mg
2024-03-07,202,Omeprazole 20mg
2024-03-08,192,Omeprazole 20mg
2024-03-09,154,Omeprazole 20mg
2024-03-10,166,Omeprazole 20mg
2024-03-11,190,Omeprazole 20mg
2024-03-12,207,Omeprazole 20mg
2024-03-13,186,Omeprazole 20mg
2024-03-14,182,Omeprazole 20mg
2024-03-15,183,Omeprazole 20mg
2024-03-16,172,Omeprazole 20mg
2024-03-17,175,Omeprazole 20mg
2024-03-18,190,Omeprazole 20mg
2024-03-19,181,Omeprazole 20mg
2024-03-20,177,Omeprazole 20mg
2024-03-21,186,Omeprazole 20mg
2024-03-22,183,Omeprazole 20mg
2024-03-23,158,Omeprazole 20mg
2024-03-24,153,Omeprazole 20mg
2024-03-25,181,Omeprazole 20mg
2024-03-26,189,Omeprazole 20mg
2024-03-27,189,Omeprazole 20mg
2024-03-28,186,Omeprazole 20mg
2024-03-29,187,Omeprazole 20mg
2024-03-30,168,Omeprazole 20mg
2024-03-31,184,Omeprazole 20mg
2024-04-01,195,Omeprazole 20mg
2024-04-02,193,Omeprazole 20mg
2024-04-03,183,Omeprazole 20mg
2024-04-04,188,Omeprazole 20mg
2024-04-05,184,Omeprazole 20mg
2024-04-06,169,Omeprazole 20mg
2024-04-07,186,Omeprazole 20mg
2024-04-08,187,Omeprazole 20mg
2024-04-09,189,Omeprazole 20mg
2024-04-10,194,Omeprazole 20mg
2024-04-11,177,Omeprazole 20mg
2024-04-12,215,Omeprazole 20mg
2024-04-13,164,Omeprazole 20mg
2024-04-14,178,Omeprazole 20mg
2024-04-15,158,Omeprazole 20mg
2024-04-16,207,Omeprazole 20mg
2024-04-17,180,Omeprazole 20mg
2024-04-18,186,Omeprazole 20mg
2024-04-19,190,Omeprazole 20mg
2024-04-20,169,Omeprazole 20mg
2024-04-21,163,Omeprazole 20mg
2024-04-22,190,Omeprazole 20mg
2024-04-23,190,Omeprazole 20mg
2024-04-24,199,Omeprazole 20mg
2024-04-25,179,Omeprazole 20mg
2024-04-26,185,Omeprazole 20mg
2024-04-27,176,Omeprazole 20mg
2024-04-28,161,Omeprazole 20mg
2024-04-29,195,Omeprazole 20mg
2024-04-30,186,Omeprazole 20mg
2024-05-01,186,Omeprazole 20mg
2024-05-02,191,Omeprazole 20mg
2024-05-03,189,Omeprazole 20mg
2024-05-04,180,Omeprazole 20mg
2024-05-05,171,Omeprazole 20mg
2024-05-06,196,Omeprazole 20mg
2024-05-07,192,Omeprazole 20mg
2024-05-08,188,Omeprazole 20mg
2024-05-09,187,Omeprazole 20mg
2024-05-10,197,Omeprazole 20mg
2024-05-11,167,Omeprazole 20mg
2024-05-12,165,Omeprazole 20mg
2024-05-13,202,Omeprazole 20mg
2024-05-14,188,Omeprazole 20mg
2024-05-15,201,Omeprazole 20mg
2024-05-16,206,Omeprazole 20mg
2024-05-17,194,Omeprazole 20mg
2024-05-18,177,Omeprazole 20mg
2024-05-19,189,Omeprazole 20mg
2024-05-20,186,Omeprazole 20mg
2024-05-21,199,Omeprazole 20mg
2024-05-22,202,Omeprazole 20mg
2024-05-23,178,Omeprazole 20mg
2024-05-24,187,Omeprazole 20mg
2024-05-25,161,Omeprazole 20mg
2024-05-26,165,Omeprazole 20mg
2024-05-27,193,Omeprazole 20mg
2024-05-28,184,Omeprazole 20mg
2024-05-29,199,Omeprazole 20mg
2024-05-30,210,Omeprazole 20mg
2024-05-31,216,Omeprazole 20mg
2024-06-01,173,Omeprazole 20mg
2024-06-02,188,Omeprazole 20mg
2024-06-03,186,Omeprazole 20mg
2024-06-04,190,Omeprazole 20mg
2024-06-05,184,Omeprazole 20mg
2024-06-06,214,Omeprazole 20mg
2024-06-07,188,Omeprazole 20mg
2024-06-08,184,Omeprazole 20mg
2024-06-09,166,Omeprazole 20mg
2024-06-10,201,Omeprazole 20mg
2024-06-11,195,Omeprazole 20mg
2024-06-12,214,Omeprazole 20mg
2024-06-13,201,Omeprazole 20mg
2024-06-14,211,Omeprazole 20mg
2024-06-15,174,Omeprazole 20mg
2024-06-16,180,Omeprazole 20mg
2024-06-17,198,Omeprazole 20mg
2024-06-18,195,Omeprazole 20mg
2024-06-19,191,Omeprazole 20mg
2024-06-20,188,Omeprazole 20mg
2024-06-21,179,Omeprazole 20mg
2024-06-22,175,Omeprazole 20mg
2024-06-23,168,Omeprazole 20mg
2024-06-24,190,Omeprazole 20mg
2024-06-25,196,Omeprazole 20mg
2024-06-26,207,Omeprazole 20mg
2024-06-27,176,Omeprazole 20mg
2024-06-28,194,Omeprazole 20mg
2024-06-29,189,Omeprazole 20mg
2024-06-30,186,Omeprazole 20mg
2024-07-01,191,Omeprazole 20mg
2024-07-02,194,Omeprazole 20mg
2024-07-03,183,Omeprazole 20mg
2024-07-04,172,Omeprazole 20mg
2024-07-05,210,Omeprazole 20mg
2024-07-06,179,Omeprazole 20mg
2024-07-07,158,Omeprazole 20mg
2024-07-08,188,Omeprazole 20mg
2024-07-09,194,Omeprazole 20mg
2024-07-10,192,Omeprazole 20mg
2024-07-11,213,Omeprazole 20mg
2024-07-12,201,Omeprazole 20mg
2024-07-13,177,Omeprazole 20mg
2024-07-14,184,Omeprazole 20mg
2024-07-15,190,Omeprazole 20mg
2024-07-16,187,Omeprazole 20mg
2024-07-17,193,Omeprazole 20mg
2024-07-18,198,Omeprazole 20mg
2024-07-19,199,Omeprazole 20mg
2024-07-20,172,Omeprazole 20mg
2024-07-21,177,Omeprazole 20mg
2024-07-22,190,Omeprazole 20mg
2024-07-23,194,Omeprazole 20mg
2024-07-24,189,Omeprazole 20mg
2024-07-25,180,Omeprazole 20mg
2024-07-26,199,Omeprazole 20mg
2024-07-27,161,Omeprazole 20mg
2024-07-28,169,Omeprazole 20mg
2024-07-29,191,Omeprazole 20mg
2024-07-30,190,Omeprazole 20mg
2024-07-31,195,Omeprazole 20mg
2024-08-01,192,Omeprazole 20mg
2024-08-02,195,Omeprazole 20mg
2024-08-03,181,Omeprazole 20mg
2024-08-04,157,Omeprazole 20mg
2024-08-05,202,Omeprazole 20mg
2024-08-06,188,Omeprazole 20mg
2024-08-07,201,Omeprazole 20mg
2024-08-08,194,Omeprazole 20mg
2024-08-09,200,Omeprazole 20mg
2024-08-10,163,Omeprazole 20mg
2024-08-11,165,Omeprazole 20mg
2024-08-12,186,Omeprazole 20mg
2024-08-13,188,Omeprazole 20mg
2024-08-14,176,Omeprazole 20mg
2024-08-15,203,Omeprazole 20mg
2024-08-16,201,Omeprazole 20mg
2024-08-17,172,Omeprazole 20mg
2024-08-18,181,Omeprazole 20mg
2024-08-19,171,Omeprazole 20mg
2024-08-20,194,Omeprazole 20mg
2024-08-21,191,Omeprazole 20mg
2024-08-22,178,Omeprazole 20mg
2024-08-23,176,Omeprazole 20mg
2024-08-24,174,Omeprazole 20mg
2024-08-25,153,Omeprazole 20mg
2024-08-26,202,Omeprazole 20mg
2024-08-27,207,Omeprazole 20mg
2024-08-28,208,Omeprazole 20mg
2024-08-29,192,Omeprazole 20mg
2024-08-30,205,Omeprazole 20mg
2024-08-31,174,Omeprazole 20mg
2024-09-01,192,Omeprazole 20mg
2024-09-02,192,Omeprazole 20mg
2024-09-03,203,Omeprazole 20mg
2024-09-04,205,Omeprazole 20mg
2024-09-05,202,Omeprazole 20mg
2024-09-06,203,Omeprazole 20mg
2024-09-07,168,Omeprazole 20mg
2024-09-08,172,Omeprazole 20mg
2024-09-09,177,Omeprazole 20mg
2024-09-10,189,Omeprazole 20mg
2024-09-11,201,Omeprazole 20mg
2024-09-12,175,Omeprazole 20mg
2024-09-13,183,Omeprazole 20mg
2024-09-14,179,Omeprazole 20mg
2024-09-15,155,Omeprazole 20mg
2024-09-16,176,Omeprazole 20mg
2024-09-17,214,Omeprazole 20mg
2024-09-18,179,Omeprazole 20mg
2024-09-19,214,Omeprazole 20mg
2024-09-20,204,Omeprazole 20mg
2024-09-21,180,Omeprazole 20mg
2024-09-22,169,Omeprazole 20mg
2024-09-23,188,Omeprazole 20mg
2024-09-24,187,Omeprazole 20mg
2024-09-25,213,Omeprazole 20mg
2024-09-26,184,Omeprazole 20mg
2024-09-27,204,Omeprazole 20mg
2024-09-28,169,Omeprazole 20mg
2024-09-29,181,Omeprazole 20mg
2024-09-30,201,Omeprazole 20mg
2024-10-01,192,Omeprazole 20mg
2024-10-02,219,Omeprazole 20mg
2024-10-03,187,Omeprazole 20mg
2024-10-04,206,Omeprazole 20mg
2024-10-05,169,Omeprazole 20mg
2024-10-06,194,Omeprazole 20mg
2024-10-07,193,Omeprazole 20mg
2024-10-08,182,Omeprazole 20mg
2024-10-09,205,Omeprazole 20mg
2024-10-10,182,Omeprazole 20mg
2024-10-11,198,Omeprazole 20mg
2024-10-12,173,Omeprazole 20mg
2024-10-13,163,Omeprazole 20mg
2024-10-14,223,Omeprazole 20mg
2024-10-15,179,Omeprazole 20mg
2024-10-16,203,Omeprazole 20mg
2024-10-17,208,Omeprazole 20mg
2024-10-18,213,Omeprazole 20mg
2024-10-19,158,Omeprazole 20mg
2024-10-20,170,Omeprazole 20mg
2024-10-21,177,Omeprazole 20mg
2024-10-22,197,Omeprazole 20mg
2024-10-23,196,Omeprazole 20mg
2024-10-24,196,Omeprazole 20mg
2024-10-25,200,Omeprazole 20mg
2024-10-26,182,Omeprazole 20mg
2024-10-27,166,Omeprazole 20mg
2024-10-28,192,Omeprazole 20mg
2024-10-29,198,Omeprazole 20mg
2024-10-30,213,Omeprazole 20mg
2024-10-31,203,Omeprazole 20mg
2024-11-01,189,Omeprazole 20mg
2024-11-02,188,Omeprazole 20mg
2024-11-03,191,Omeprazole 20mg
2024-11-04,200,Omeprazole 20mg
2024-11-05,191,Omeprazole 20mg
2024-11-06,197,Omeprazole 20mg
2024-11-07,188,Omeprazole 20mg
2024-11-08,195,Omeprazole 20mg
2024-11-09,172,Omeprazole 20mg
2024-11-10,188,Omeprazole 20mg
2024-11-11,198,Omeprazole 20mg
2024-11-12,218,Omeprazole 20mg
2024-11-13,171,Omeprazole 20mg
2024-11-14,201,Omeprazole 20mg
2024-11-15,206,Omeprazole 20mg
2024-11-16,176,Omeprazole 20mg
2024-11-17,174,Omeprazole 20mg
2024-11-18,187,Omeprazole 20mg
2024-11-19,200,Omeprazole 20mg
2024-11-20,192,Omeprazole 20mg
2024-11-21,204,Omeprazole 20mg
2024-11-22,179,Omeprazole 20mg
2024-11-23,186,Omeprazole 20mg
2024-11-24,179,Omeprazole 20mg
2024-11-25,204,Omeprazole 20mg
2024-11-26,201,Omeprazole 20mg
2024-11-27,193,Omeprazole 20mg
2024-11-28,185,Omeprazole 20mg
2024-11-29,200,Omeprazole 20mg
2024-11-30,167,Omeprazole 20mg
2024-12-01,189,Omeprazole 20mg
2024-12-02,178,Omeprazole 20mg
2024-12-03,176,Omeprazole 20mg
2024-12-04,199,Omeprazole 20mg
2024-12-05,197,Omeprazole 20mg
2024-12-06,186,Omeprazole 20mg
2024-12-07,182,Omeprazole 20mg
2024-12-08,176,Omeprazole 20mg
2024-12-09,206,Omeprazole 20mg
2024-12-10,203,Omeprazole 20mg
2024-12-11,190,Omeprazole 20mg
2024-12-12,215,Omeprazole 20mg
2024-12-13,199,Omeprazole 20mg
2024-12-14,182,Omeprazole 20mg
2024-12-15,164,Omeprazole 20mg
2024-12-16,197,Omeprazole 20mg
2024-12-17,216,Omeprazole 20mg
2024-12-18,203,Omeprazole 20mg
2024-12-19,208,Omeprazole 20mg
2024-12-20,210,Omeprazole 20mg
2024-12-21,175,Omeprazole 20mg
2024-12-22,187,Omeprazole 20mg
2024-12-23,191,Omeprazole 20mg
2024-12-24,202,Omeprazole 20mg
2024-12-25,198,Omeprazole 20mg
2024-12-26,206,Omeprazole 20mg
2024-12-27,205,Omeprazole 20mg
2024-12-28,189,Omeprazole 20mg
2024-12-29,199,Omeprazole 20mg
2024-12-30,187,Omeprazole 20mg
2024-12-31,200,Omeprazole 20mg
2025-01-01,207,Omeprazole 20mg
2025-01-02,215,Omeprazole 20mg
2025-01-03,199,Omeprazole 20mg
2025-01-04,179,Omeprazole 20mg
2025-01-05,184,Omeprazole 20mg
2025-01-06,204,Omeprazole 20mg
2025-01-07,194,Omeprazole 20mg
2025-01-08,223,Omeprazole 20mg
2025-01-09,218,Omeprazole 20mg
2025-01-10,212,Omeprazole 20mg
2025-01-11,161,Omeprazole 20mg
2025-01-12,203,Omeprazole 20mg
2025-01-13,213,Omeprazole 20mg
2025-01-14,209,Omeprazole 20mg
2025-01-15,199,Omeprazole 20mg
2025-01-16,194,Omeprazole 20mg
2025-01-17,207,Omeprazole 20mg
2025-01-18,185,Omeprazole 20mg
2025-01-19,201,Omeprazole 20mg
2025-01-20,217,Omeprazole 20mg
2025-01-21,203,Omeprazole 20mg
2025-01-22,212,Omeprazole 20mg
2025-01-23,193,Omeprazole 20mg
2025-01-24,207,Omeprazole 20mg
2025-01-25,179,Omeprazole 20mg
2025-01-26,178,Omeprazole 20mg
2025-01-27,207,Omeprazole 20mg
2025-01-28,203,Omeprazole 20mg
2025-01-29,201,Omeprazole 20mg
2025-01-30,208,Omeprazole 20mg
2025-01-31,207,Omeprazole 20mg
2025-02-01,179,Omeprazole 20mg
2025-02-02,190,Omeprazole 20mg
2025-02-03,202,Omeprazole 20mg
2025-02-04,209,Omeprazole 20mg
2025-02-05,201,Omeprazole 20mg
2025-02-06,222,Omeprazole 20mg
2025-02-07,195,Omeprazole 20mg
2025-02-08,178,Omeprazole 20mg
2025-02-09,178,Omeprazole 20mg
2025-02-10,202,Omeprazole 20mg
2025-02-11,210,Omeprazole 20mg
2025-02-12,207,Omeprazole 20mg
2025-02-13,195,Omeprazole 20mg
2025-02-14,200,Omeprazole 20mg
2025-02-15,191,Omeprazole 20mg
2025-02-16,188,Omeprazole 20mg
2025-02-17,214,Omeprazole 20mg
2025-02-18,206,Omeprazole 20mg
2025-02-19,209,Omeprazole 20mg
2025-02-20,203,Omeprazole 20mg
2025-02-21,219,Omeprazole 20mg
2025-02-22,183,Omeprazole 20mg
2025-02-23,201,Omeprazole 20mg
2025-02-24,184,Omeprazole 20mg
2025-02-25,193,Omeprazole 20mg
2025-02-26,219,Omeprazole 20mg
2025-02-27,212,Omeprazole 20mg
2025-02-28,218,Omeprazole 20mg
2025-03-01,216,Omeprazole 20mg
2025-03-02,170,Omeprazole 20mg
2025-03-03,214,Omeprazole 20mg
2025-03-04,170,Omeprazole 20mg
2025-03-05,212,Omeprazole 20mg
2025-03-06,203,Omeprazole 20mg
2025-03-07,192,Omeprazole 20mg
2025-03-08,188,Omeprazole 20mg
2025-03-09,199,Omeprazole 20mg
2025-03-10,185,Omeprazole 20mg
2025-03-11,193,Omeprazole 20mg
2025-03-12,207,Omeprazole 20mg
2025-03-13,189,Omeprazole 20mg
2025-03-14,227,Omeprazole 20mg
2025-03-15,194,Omeprazole 20mg
2025-03-16,167,Omeprazole 20mg
2025-03-17,222,Omeprazole 20mg
2025-03-18,203,Omeprazole 20mg
2025-03-19,205,Omeprazole 20mg
2025-03-20,209,Omeprazole 20mg
2025-03-21,220,Omeprazole 20mg
2025-03-22,182,Omeprazole 20mg
2025-03-23,198,Omeprazole 20mg
2025-03-24,216,Omeprazole 20mg
2025-03-25,191,Omeprazole 20mg
2025-03-26,200,Omeprazole 20mg
2025-03-27,209,Omeprazole 20mg
2025-03-28,201,Omeprazole 20mg
2025-03-29,203,Omeprazole 20mg
2025-03-30,190,Omeprazole 20mg
2025-03-31,211,Omeprazole 20mg
2025-04-01,214,Omeprazole 20mg
2025-04-02,196,Omeprazole 20mg
2025-04-03,227,Omeprazole 20mg
2025-04-04,203,Omeprazole 20mg
2025-04-05,178,Omeprazole 20mg
2025-04-06,182,Omeprazole 20mg
2025-04-07,217,Omeprazole 20mg
2025-04-08,203,Omeprazole 20mg
2025-04-09,220,Omeprazole 20mg
2025-04-10,208,Omeprazole 20mg
2025-04-11,210,Omeprazole 20mg
2025-04-12,170,Omeprazole 20mg
2025-04-13,175,Omeprazole 20mg
2025-04-14,206,Omeprazole 20mg
2025-04-15,191,Omeprazole 20mg
2025-04-16,205,Omeprazole 20mg
2025-04-17,215,Omeprazole 20mg
2025-04-18,195,Omeprazole 20mg
2025-04-19,185,Omeprazole 20mg
2025-04-20,197,Omeprazole 20mg
2025-04-21,209,Omeprazole 20mg
2025-04-22,205,Omeprazole 20mg
2025-04-23,215,Omeprazole 20mg
2025-04-24,214,Omeprazole 20mg
2025-04-25,203,Omeprazole 20mg
2025-04-26,173,Omeprazole 20mg
2025-04-27,167,Omeprazole 20mg
2025-04-28,202,Omeprazole 20mg
2025-04-29,212,Omeprazole 20mg
2025-04-30,209,Omeprazole 20mg
2025-05-01,224,Omeprazole 20mg
2025-05-02,200,Omeprazole 20mg
2025-05-03,198,Omeprazole 20mg
2025-05-04,201,Omeprazole 20mg
2025-05-05,202,Omeprazole 20mg
2025-05-06,187,Omeprazole 20mg
2025-05-07,195,Omeprazole 20mg
2025-05-08,217,Omeprazole 20mg
2025-05-09,214,Omeprazole 20mg
2025-05-10,185,Omeprazole 20mg
2025-05-11,191,Omeprazole 20mg
2025-05-12,207,Omeprazole 20mg
2025-05-13,220,Omeprazole 20mg
2025-05-14,231,Omeprazole 20mg
2025-05-15,216,Omeprazole 20mg
2025-05-16,205,Omeprazole 20mg
2025-05-17,200,Omeprazole 20mg
2025-05-18,197,Omeprazole 20mg
2025-05-19,214,Omeprazole 20mg
2025-05-20,201,Omeprazole 20mg
2025-05-21,198,Omeprazole 20mg
2025-05-22,199,Omeprazole 20mg
2025-05-23,227,Omeprazole 20mg
2025-05-24,201,Omeprazole 20mg
2025-05-25,196,Omeprazole 20mg
2025-05-26,204,Omeprazole 20mg
2025-05-27,214,Omeprazole 20mg
2025-05-28,204,Omeprazole 20mg
2025-05-29,223,Omeprazole 20mg
2025-05-30,207,Omeprazole 20mg
2025-05-31,199,Omeprazole 20mg
2025-06-01,199,Omeprazole 20mg
2025-06-02,201,Omeprazole 20mg
2025-06-03,211,Omeprazole 20mg
2025-06-04,197,Omeprazole 20mg
2025-06-05,210,Omeprazole 20mg
2025-06-06,230,Omeprazole 20mg
2025-06-07,174,Omeprazole 20mg
2025-06-08,180,Omeprazole 20mg
2025-06-09,203,Omeprazole 20mg
2025-06-10,200,Omeprazole 20mg
2025-06-11,199,Omeprazole 20mg
2025-06-12,197,Omeprazole 20mg
2025-06-13,206,Omeprazole 20mg
2025-06-14,180,Omeprazole 20mg
2025-06-15,186,Omeprazole 20mg
2025-06-16,216,Omeprazole 20mg
2025-06-17,203,Omeprazole 20mg
2025-06-18,227,Omeprazole 20mg
2025-06-19,211,Omeprazole 20mg
2025-06-20,206,Omeprazole 20mg
2025-06-21,196,Omeprazole 20mg
2025-06-22,205,Omeprazole 20mg
2025-06-23,199,Omeprazole 20mg
2025-06-24,220,Omeprazole 20mg
2025-06-25,211,Omeprazole 20mg
2025-06-26,225,Omeprazole 20mg
2025-06-27,211,Omeprazole 20mg
2025-06-28,198,Omeprazole 20mg
2025-06-29,191,Omeprazole 20mg
2025-06-30,207,Omeprazole 20mg
2025-07-01,187,Omeprazole 20mg
2025-07-02,209,Omeprazole 20mg
2025-07-03,213,Omeprazole 20mg
2025-07-04,214,Omeprazole 20mg
2025-07-05,175,Omeprazole 20mg
2025-07-06,206,Omeprazole 20mg
2025-07-07,218,Omeprazole 20mg
2025-07-08,215,Omeprazole 20mg
2025-07-09,215,Omeprazole 20mg
2025-07-10,218,Omeprazole 20mg
2025-07-11,205,Omeprazole 20mg
2025-07-12,193,Omeprazole 20mg
2025-07-13,199,Omeprazole 20mg
2025-07-14,222,Omeprazole 20mg
2025-07-15,213,Omeprazole 20mg
2025-07-16,221,Omeprazole 20mg
2025-07-17,211,Omeprazole 20mg
2025-07-18,219,Omeprazole 20mg
2025-07-19,195,Omeprazole 20mg
2025-07-20,195,Omeprazole 20mg
2025-07-21,206,Omeprazole 20mg
2025-07-22,208,Omeprazole 20mg
2025-07-23,214,Omeprazole 20mg
2025-07-24,224,Omeprazole 20mg
2025-07-25,193,Omeprazole 20mg
2025-07-26,189,Omeprazole 20mg
2025-07-27,186,Omeprazole 20mg
2025-07-28,223,Omeprazole 20mg
2025-07-29,218,Omeprazole 20mg
2025-07-30,204,Omeprazole 20mg
2025-07-31,208,Omeprazole 20mg
2025-08-01,189,Omeprazole 20mg
2025-08-02,177,Omeprazole 20mg
2025-08-03,202,Omeprazole 20mg
2025-08-04,216,Omeprazole 20mg
2025-08-05,215,Omeprazole 20mg
2025-08-06,218,Omeprazole 20mg
2025-08-07,191,Omeprazole 20mg
2025-08-08,209,Omeprazole 20mg
2025-08-09,184,Omeprazole 20mg
2025-08-10,196,Omeprazole 20mg
2025-08-11,205,Omeprazole 20mg
2025-08-12,204,Omeprazole 20mg
2025-08-13,227,Omeprazole 20mg
2025-08-14,190,Omeprazole 20mg
2025-08-15,212,Omeprazole 20mg
2025-08-16,189,Omeprazole 20mg
2025-08-17,195,Omeprazole 20mg
2025-08-18,222,Omeprazole 20mg
2025-08-19,217,Omeprazole 20mg
2025-08-20,219,Omeprazole 20mg
2025-08-21,216,Omeprazole 20mg
2025-08-22,213,Omeprazole 20mg
2025-08-23,185,Omeprazole 20mg
2025-08-24,225,Omeprazole 20mg
2025-08-25,215,Omeprazole 20mg
2025-08-26,203,Omeprazole 20mg
2025-08-27,217,Omeprazole 20mg
2025-08-28,234,Omeprazole 20mg
2025-08-29,204,Omeprazole 20mg
2025-08-30,201,Omeprazole 20mg
2025-08-31,171,Omeprazole 20mg
2025-09-01,226,Omeprazole 20mg
2025-09-02,200,Omeprazole 20mg
2025-09-03,228,Omeprazole 20mg
2025-09-04,197,Omeprazole 20mg
2025-09-05,229,Omeprazole 20mg
2025-09-06,190,Omeprazole 20mg
2025-09-07,194,Omeprazole 20mg
2025-09-08,223,Omeprazole 20mg
2025-09-09,228,Omeprazole 20mg
2025-09-10,221,Omeprazole 20mg
2025-09-11,205,Omeprazole 20mg
2025-09-12,226,Omeprazole 20mg
2025-09-13,182,Omeprazole 20mg
2025-09-14,205,Omeprazole 20mg
2025-09-15,208,Omeprazole 20mg
2025-09-16,228,Omeprazole 20mg
2025-09-17,226,Omeprazole 20mg
2025-09-18,209,Omeprazole 20mg
2025-09-19,217,Omeprazole 20mg
2025-09-20,210,Omeprazole 20mg
2025-09-21,185,Omeprazole 20mg
2025-09-22,215,Omeprazole 20mg
2025-09-23,218,Omeprazole 20mg
